PO_ID     ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          ,LIFECYCLE_STATUS,OVERALL_STATUS
300001854,EUR          ,8509.64,7150.96,1358.68,N               ,P             
300001855,EUR          ,6436.71,5409,1027.71,N               ,P             
300001856,EUR          ,2942.87,2473,469.87,N               ,P             
300001857,EUR          ,8509.67,7150.98,1358.69,N               ,P             
300001858,EUR          ,6053.53,5087,966.53,N               ,P             
300001859,EUR          ,1113.84,936,177.84,N               ,P             
300001860,EUR          ,660.4,554.95,105.45,N               ,P             
300001861,EUR          ,4676.7,3930,746.7,N               ,P             
300001862,EUR          ,7771.81,6530.93,1240.88,N               ,P             
300001863,EUR          ,11816.17,9929.55,1886.62,N               ,P             
300001864,EUR          ,4523.19,3801,722.19,N               ,P             
300001865,EUR          ,9935.31,8349,1586.31,N               ,P             
300001866,EUR          ,3982.93,3347,635.93,N               ,P             
300001867,EUR          ,3259.41,2739,520.41,N               ,P             
300001868,EUR          ,4249.49,3571,678.49,N               ,P             
300001869,EUR          ,7539.84,6336,1203.84,N               ,P             
300001870,EUR          ,11506.11,9669,1837.11,N               ,P             
300001871,EUR          ,3752.07,3153,599.07,N               ,P             
300001872,EUR          ,549.78,462,87.78,N               ,P             
300001873,EUR          ,2343.94,1969.7,374.24,N               ,P             
300001874,EUR          ,6298.57,5292.92,1005.65,N               ,P             
300001875,EUR          ,3510.75,2950.2,560.55,N               ,P             
300001876,EUR          ,11738.16,9864,1874.16,N               ,P             
300001877,EUR          ,13258.98,11142,2116.98,N               ,P             
300001878,EUR          ,16561.23,13917,2644.23,N               ,P             
300001879,EUR          ,3422.44,2876,546.44,N               ,P             
300001880,EUR          ,8745.31,7349,1396.31,N               ,P             
300001881,EUR          ,5961.53,5009.69,951.84,N               ,P             
300001882,EUR          ,31419.57,26403,5016.57,N               ,P             
300001883,EUR          ,7450.59,6261,1189.59,N               ,P             
300001884,EUR          ,3803.24,3196,607.24,N               ,P             
300001885,EUR          ,7134.01,5994.96,1139.05,N               ,P             
300001886,EUR          ,8212.15,6900.97,1311.18,N               ,P             
300001887,EUR          ,3257.03,2737,520.03,N               ,P             
300001888,EUR          ,2645.37,2223,422.37,N               ,P             
300001889,EUR          ,7022.19,5901,1121.19,N               ,P             
300001890,EUR          ,7650.51,6429,1221.51,N               ,P             
300001891,EUR          ,3986.25,3349.79,636.46,N               ,P             
300001892,EUR          ,3778.25,3175,603.25,N               ,P             
300001893,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300001894,EUR          ,9859.15,8285,1574.15,N               ,P             
300001895,EUR          ,7388.11,6208.5,1179.61,N               ,P             
300001896,EUR          ,819.91,689,130.91,N               ,P             
300001897,EUR          ,5922.63,4977,945.63,N               ,P             
300001898,EUR          ,5696.53,4787,909.53,N               ,P             
300001899,EUR          ,9157.05,7695,1462.05,N               ,P             
300001900,EUR          ,4934.93,4147,787.93,N               ,P             
300001901,EUR          ,4934.93,4147,787.93,N               ,P             
300001902,EUR          ,2234.12,1877.4,356.72,N               ,P             
300001903,EUR          ,4928.98,4142,786.98,N               ,P             
300001904,EUR          ,2646.53,2223.97,422.56,N               ,P             
300001905,EUR          ,3527.05,2963.9,563.15,N               ,P             
300001906,EUR          ,3546.16,2979.97,566.19,N               ,P             
300001907,EUR          ,6539.05,5495,1044.05,N               ,P             
300001908,EUR          ,3340.33,2807,533.33,N               ,P             
300001909,EUR          ,3680.19,3092.6,587.59,N               ,P             
300001910,EUR          ,8745.31,7349,1396.31,N               ,P             
300001911,EUR          ,828.24,696,132.24,N               ,P             
300001912,EUR          ,584.29,491,93.29,N               ,P             
300001913,EUR          ,1765.88,1483.93,281.95,N               ,P             
300001914,EUR          ,8246.32,6929.68,1316.64,N               ,P             
300001915,EUR          ,2992.86,2515,477.86,N               ,P             
300001916,EUR          ,1520.46,1277.7,242.76,N               ,P             
300001917,EUR          ,808.84,679.7,129.14,N               ,P             
300001918,EUR          ,2203.88,1852,351.88,N               ,P             
300001919,EUR          ,7187.6,6040,1147.6,N               ,P             
300001920,EUR          ,3001.18,2522,479.18,N               ,P             
300001921,EUR          ,3090.42,2596.99,493.43,N               ,P             
300001922,EUR          ,3919.86,3294,625.86,N               ,P             
300001923,EUR          ,1397.06,1174,223.06,N               ,P             
300001924,EUR          ,20566.77,17283,3283.77,N               ,P             
300001925,EUR          ,36505.63,30677,5828.63,N               ,P             
300001926,EUR          ,11252.64,9456,1796.64,N               ,P             
300001927,EUR          ,11666.69,9803.94,1862.75,N               ,P             
300001928,EUR          ,7936.89,6669.66,1267.23,N               ,P             
300001929,EUR          ,1651.72,1388,263.72,N               ,P             
300001930,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300001931,EUR          ,8171.61,6866.9,1304.71,N               ,P             
300001932,EUR          ,8641.78,7262,1379.78,N               ,P             
300001933,EUR          ,15404.55,12945,2459.55,N               ,P             
300001934,EUR          ,2767.94,2326,441.94,N               ,P             
300001935,EUR          ,8745.31,7349,1396.31,N               ,P             
300001936,EUR          ,5363.33,4507,856.33,N               ,P             
300001937,EUR          ,6375.94,5357.93,1018.01,N               ,P             
300001938,EUR          ,5413.31,4549,864.31,N               ,P             
300001939,EUR          ,3283.21,2759,524.21,N               ,P             
300001940,EUR          ,16463.09,13834.53,2628.56,N               ,P             
300001941,EUR          ,4456.55,3745,711.55,N               ,P             
300001942,EUR          ,2069.17,1738.8,330.37,N               ,P             
300001943,EUR          ,2308.48,1939.9,368.58,N               ,P             
300001944,EUR          ,6262.97,5263,999.97,N               ,P             
300001945,EUR          ,3980.08,3344.6,635.48,N               ,P             
300001946,EUR          ,2457.23,2064.9,392.33,N               ,P             
300001947,EUR          ,1535.1,1290,245.1,N               ,P             
300001948,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300001949,EUR          ,22350.58,18782,3568.58,N               ,P             
300001950,EUR          ,53414.34,44886,8528.34,N               ,P             
300001951,EUR          ,12208.56,10259.3,1949.26,N               ,P             
300001952,EUR          ,10491.04,8816,1675.04,N               ,P             
300001953,EUR          ,470,394.96,75.04,N               ,P             
300001954,EUR          ,2755.56,2315.6,439.96,N               ,P             
300001955,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300001956,EUR          ,2904.79,2441,463.79,N               ,P             
300001957,EUR          ,2354.54,1978.6,375.94,N               ,P             
300001958,EUR          ,4347.01,3652.95,694.06,N               ,P             
300001959,EUR          ,947.24,796,151.24,N               ,P             
300001960,EUR          ,27504.47,23113,4391.47,N               ,P             
300001961,EUR          ,252.28,212,40.28,N               ,P             
300001962,EUR          ,108157.91,90889,17268.91,N               ,P             
300001963,EUR          ,19452.93,16347,3105.93,N               ,P             
300001964,EUR          ,5822.67,4893,929.67,N               ,P             
300001965,EUR          ,13876.59,11661,2215.59,N               ,P             
300001966,EUR          ,60698.33,51007,9691.33,N               ,P             
300001967,EUR          ,854.42,718,136.42,N               ,P             
300001968,EUR          ,3051.16,2564,487.16,N               ,P             
300001969,EUR          ,7360.39,6185.2,1175.19,N               ,P             
300001970,EUR          ,9292.66,7808.95,1483.71,N               ,P             
300001971,EUR          ,5015.85,4215,800.85,N               ,P             
300001972,EUR          ,3523.59,2961,562.59,N               ,P             
300001973,EUR          ,9698.13,8149.69,1548.44,N               ,P             
300001974,EUR          ,6117.69,5140.92,976.77,N               ,P             
300001975,EUR          ,2277.66,1914,363.66,N               ,P             
300001976,EUR          ,20253.8,17020,3233.8,N               ,P             
300001977,EUR          ,7575.54,6366,1209.54,N               ,P             
300001978,EUR          ,4715.92,3962.96,752.96,N               ,P             
300001979,EUR          ,7848.05,6595,1253.05,N               ,P             
300001980,EUR          ,487.9,410,77.9,N               ,P             
300001981,EUR          ,1351.84,1136,215.84,N               ,P             
300001982,EUR          ,8554.91,7189,1365.91,N               ,P             
300001983,EUR          ,5682.25,4775,907.25,N               ,P             
300001984,EUR          ,3769.92,3168,601.92,N               ,P             
300001985,EUR          ,2589.45,2176,413.45,N               ,P             
300001986,EUR          ,54034.33,45407,8627.33,N               ,P             
300001987,EUR          ,108157.91,90889,17268.91,N               ,P             
300001988,EUR          ,6840.71,5748.5,1092.21,N               ,P             
300001989,EUR          ,63073.57,53003,10070.57,N               ,P             
300001990,EUR          ,2248.99,1889.91,359.08,N               ,P             
300001991,EUR          ,3986.25,3349.79,636.46,N               ,P             
300001992,EUR          ,6700.89,5631,1069.89,N               ,P             
300001993,EUR          ,10073.19,8464.87,1608.32,N               ,P             
300001994,EUR          ,3283.13,2758.94,524.19,N               ,P             
300001995,EUR          ,1710.03,1437,273.03,N               ,P             
300001996,EUR          ,1864.71,1566.98,297.73,N               ,P             
300001997,EUR          ,5601.33,4707,894.33,N               ,P             
300001998,EUR          ,3944.81,3314.97,629.84,N               ,P             
300001999,EUR          ,3233.23,2717,516.23,N               ,P             
